id,history_item,visit_time,title,load_successful,http_non_get,synthesized,redirect_source,redirect_destination,origin,generation,attributes,score
25566,15307,2023-01-31 08:48:05.501530,"BREAKING LIMITS Straps Gym - Juego de Correas Levantamiento de Pesas y Muñequeras - Muñequeras Gym para Entrenamiento de Fuerza, Musculacion, Halterofilia - Agarres Gimnasio– Negro : Amazon.es: Deportes y aire libre",1,0,0,,,0,7039,0,100
25567,15307,2023-01-31 08:48:06.694025,"BREAKING LIMITS Straps Gym - Juego de Correas Levantamiento de Pesas y Muñequeras - Muñequeras Gym para Entrenamiento de Fuerza, Musculacion, Halterofilia - Agarres Gimnasio– Negro : Amazon.es: Deportes y aire libre",1,0,0,,,0,7039,3,0
25568,15308,2023-01-31 08:48:34.825734,Cesta de compra Amazon.es,1,1,0,,,0,7040,0,100
25569,15308,2023-01-31 08:48:35.442841,Cesta de compra Amazon.es,1,1,0,,,0,7040,3,0
25570,15309,2023-01-31 08:48:43.816052,,1,0,0,,25571.0,0,7040,0,100
25571,15310,2023-01-31 08:48:43.817074,Iniciar sesión en Amazon,1,0,0,25570.0,,0,7040,0,100
25572,15311,2023-01-31 09:01:07.447158,Iniciar sesión en Amazon,1,1,0,,,0,7043,0,100
25573,15311,2023-01-31 09:01:22.158485,,1,1,0,,25574.0,0,7043,2,0
25574,15312,2023-01-31 09:01:22.159972,Añadir un correo electrónico de Amazon,1,0,0,25573.0,,0,7043,0,100
25575,15313,2023-01-31 09:01:52.977185,Añadir un correo electrónico de Amazon,1,1,0,,,0,7046,0,100
25576,15313,2023-01-31 09:02:58.550394,Añadir un correo electrónico de Amazon,1,1,0,,,0,7046,4,25
25577,15313,2023-01-31 09:03:17.709001,,1,1,0,,25578.0,0,7046,2,0
25578,15314,2023-01-31 09:03:17.709156,Confirme su identidad,1,0,0,25577.0,,0,7046,0,100
25579,15315,2023-01-31 09:03:33.235644,,1,1,0,,25580.0,0,7048,0,100
25580,15316,2023-01-31 09:03:33.236926,,1,0,0,25579.0,,0,7048,0,100
25581,15317,2023-01-31 09:03:35.175028,Selecciona un método de pago - Compra Amazon.es,1,1,0,,,0,7048,1,0
25582,15318,2023-01-31 09:03:51.206591,Aviso de Cookies - Servicio de atención al cliente de Amazon,1,0,0,,,0,7048,0,100
25583,15317,2023-01-31 09:04:00.595447,Selecciona un método de pago - Compra Amazon.es,1,0,0,,,0,7048,2,0
25584,15313,2023-01-31 09:04:17.490093,,1,1,0,,25585.0,0,7048,2,0
25585,15319,2023-01-31 09:04:17.490300,,1,0,0,25584.0,,0,7048,0,100
25586,15317,2023-01-31 09:04:19.433487,Selecciona un método de pago - Compra Amazon.es,1,1,0,,,0,7048,3,0
25587,15320,2023-01-31 09:04:30.105171,,1,0,0,,25588.0,0,7048,0,100
25588,15321,2023-01-31 09:04:30.105736,Página de marketing del débito directo SEPA,1,0,0,25587.0,,0,7048,0,100
25589,14753,2023-01-31 12:26:35.321711,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,0,100
25590,14753,2023-01-31 12:26:36.402947,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,3,0
25591,14754,2023-01-31 12:26:39.890483,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,1,0
25592,14755,2023-01-31 12:26:41.078443,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,1,0
25593,14755,2023-01-31 12:26:56.724738,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,3,0
25594,14755,2023-01-31 12:27:44.446176,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,3,0
25595,14755,2023-01-31 12:28:26.967313,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7052,3,0
25596,14755,2023-01-31 12:29:59.051454,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7053,5,0
25597,14755,2023-01-31 13:07:19.103557,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7054,9,0
25598,14755,2023-01-31 13:19:30.091183,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7058,9,0
25599,14753,2023-01-31 13:19:31.448294,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7058,8,60
25600,15197,2023-01-31 14:16:24.095470,la isla de las tentaciones 6 - Buscar con Google,1,0,0,,,0,7060,0,100
25601,15197,2023-01-31 14:16:24.746267,la isla de las tentaciones 6 - Buscar con Google,1,0,0,,,0,7060,3,0
25602,15322,2023-01-31 14:16:30.828209,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7060,0,100
25603,15322,2023-01-31 14:16:31.448607,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7060,3,0
25604,15323,2023-01-31 14:59:44.527204,,1,0,0,,25605.0,0,7089,0,100
25605,15200,2023-01-31 14:59:44.537216,Special K | Kellogg's,1,0,0,25604.0,,0,7089,0,100
25606,15322,2023-01-31 20:19:08.038338,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7093,1,0
25607,15322,2023-01-31 20:19:10.122278,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7093,3,0
25608,15322,2023-01-31 20:21:35.022623,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7093,4,25
25609,15322,2023-02-01 11:52:50.123665,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7094,0,100
25610,15322,2023-02-01 11:53:09.907491,"Ver 'La isla de las tentaciones 6: programa 2', online y completo en Telecinco",1,0,0,,,0,7094,3,0
25611,14753,2023-02-01 19:00:15.463923,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,0,100
25612,14753,2023-02-01 19:00:16.489767,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,3,0
25613,14754,2023-02-01 19:00:26.543932,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,1,0
25614,14755,2023-02-01 19:00:27.635376,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,1,0
25615,14755,2023-02-01 19:00:44.879438,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,3,0
25616,14755,2023-02-01 19:01:03.493521,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,3,0
25617,14755,2023-02-01 19:01:10.043582,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,3,0
25618,14755,2023-02-01 19:01:21.607646,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7123,3,0
25619,14755,2023-02-01 20:03:24.685258,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7124,0,100
25620,14755,2023-02-02 10:14:32.747437,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7136,0,100
25621,14755,2023-02-02 13:27:13.908781,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7136,0,100
25622,15324,2023-02-02 13:27:30.751060,monica robles - Buscar con Google,1,0,0,,,0,7136,0,100
25623,15324,2023-02-02 13:27:32.049131,monica robles - Buscar con Google,1,0,0,,,0,7136,3,0
25624,15325,2023-02-02 13:27:37.867665,monica robles - Buscar con Google,1,0,0,,,0,7136,1,0
25625,15326,2023-02-02 13:27:58.505227,monica robles - Búsqueda de Google,1,0,0,,,0,7136,0,100
25626,15326,2023-02-02 13:27:59.933717,monica robles - Búsqueda de Google,1,0,0,,,0,7136,3,0
25627,15326,2023-02-02 13:28:06.186013,monica robles - Búsqueda de Google,1,0,0,,,0,7136,3,0
25628,15327,2023-02-02 13:28:06.219468,monica robles - Búsqueda de Google,1,0,0,,,0,7136,1,0
25629,15326,2023-02-02 13:28:10.692799,monica robles - Búsqueda de Google,1,0,0,,,0,7136,2,0
25630,15328,2023-02-02 22:19:38.730580,cuantos dias tiene 2023 - Buscar con Google,1,0,0,,,0,7136,0,100
25631,15328,2023-02-02 22:19:39.209365,cuantos dias tiene 2023 - Buscar con Google,1,0,0,,,0,7136,3,0
25632,15329,2023-02-02 22:19:49.256021,cuantos dias tiene 2023 - Buscar con Google,1,0,0,,,0,7136,1,0
25633,15328,2023-02-02 22:19:55.108212,cuantos dias tiene 2023 - Buscar con Google,1,0,0,,,0,7136,3,0
25634,15330,2023-02-02 22:19:55.277023,cuantos dias - Buscar con Google,1,0,0,,,0,7136,0,100
25635,15330,2023-02-02 22:19:55.822972,cuantos dias - Buscar con Google,1,0,0,,,0,7137,3,0
25636,15330,2023-02-03 01:26:09.182080,cuantos dias - Buscar con Google,1,0,0,,,0,7138,1,0
25637,15330,2023-02-03 07:35:40.192821,Fallo en la página web,0,0,0,,,0,7138,0,100
25638,15331,2023-02-03 07:35:46.616972,,1,0,0,,25639.0,0,7138,0,100
25639,15332,2023-02-03 07:35:46.617310,"Aceite de ricino - Wikipedia, la enciclopedia libre",1,0,0,25638.0,,0,7138,0,100
25640,15330,2023-02-03 07:37:35.046256,cuantos dias - Buscar con Google,1,0,0,,,0,7138,4,25
25641,15330,2023-02-03 07:37:35.267900,cuantos dias - Buscar con Google,1,0,0,,,0,7138,2,0
25642,15333,2023-02-03 07:37:47.724326,aceite de romero - Buscar con Google,1,0,0,,,0,7138,0,100
25643,15333,2023-02-03 07:37:48.565159,aceite de romero - Buscar con Google,1,0,0,,,0,7138,3,0
25644,15334,2023-02-03 07:37:55.129994,,1,0,0,,25645.0,0,7138,0,100
25645,15335,2023-02-03 07:37:55.130520,Aceite Esencial de Romero 100% Puro | ARGANOUR,1,0,0,25644.0,,0,7138,0,100
25646,15336,2023-02-03 07:38:34.081013,aceite de romero - Buscar con Google,1,0,0,,,0,7138,0,100
25647,15333,2023-02-03 07:38:42.471588,aceite de romero - Buscar con Google,1,0,0,,,0,7138,3,0
25648,15337,2023-02-03 07:38:42.755714,aceite natural para el pelo - Buscar con Google,1,0,0,,,0,7138,0,100
25649,15337,2023-02-03 07:38:43.473163,aceite natural para el pelo - Buscar con Google,1,0,0,,,0,7138,3,0
25650,15338,2023-02-03 07:38:47.362300,,1,0,0,,25651.0,0,7138,0,100
25651,15339,2023-02-03 07:38:47.362727,"Herbal Essences Mezcla de Aceites para El Pelo Herbal Essences Bio:Renew con Aceite de Semilla de Hemp y Aloe, 1 x 90 g : Amazon.es: Belleza",1,0,0,25650.0,,0,7138,0,100
25652,15339,2023-02-03 07:38:48.394708,"Herbal Essences Mezcla de Aceites para El Pelo Herbal Essences Bio:Renew con Aceite de Semilla de Hemp y Aloe, 1 x 90 g : Amazon.es: Belleza",1,0,0,,,0,7138,3,0
25653,15340,2023-02-03 07:38:54.052565,OLISTIC | Tratamiento anticaída del cabello – Olistic,1,0,0,,,0,7138,0,100
25654,15341,2023-02-03 07:39:20.163531,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,0,100
25655,15341,2023-02-03 07:39:20.741718,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,3,0
25656,15341,2023-02-03 07:39:23.376687,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,3,0
25657,15341,2023-02-03 07:39:33.380486,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,3,0
25658,15341,2023-02-03 07:39:33.397586,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,3,0
25659,15341,2023-02-03 07:50:55.773707,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,9,0
25660,15342,2023-02-03 07:50:58.207958,  – Product Info Cantabria Labs ©,1,0,0,,,0,7138,0,100
25661,15341,2023-02-03 07:50:59.175142,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,3,0
25662,15341,2023-02-03 07:51:10.380108,6 aceites naturales para el cabello - Mejor con Salud,1,0,0,,,0,7138,2,0
25663,15343,2023-02-05 10:49:09.700139,iraltone aga plus caida capilar cronica severa - Buscar con Google,1,0,0,,,0,7139,0,100
25664,15343,2023-02-05 10:49:10.708902,iraltone aga plus caida capilar cronica severa - Buscar con Google,1,0,0,,,0,7139,3,0
25665,15344,2023-02-05 10:49:14.946579,,1,0,0,,25666.0,0,7139,0,100
25666,15345,2023-02-05 10:49:14.947037,Comprar IRALTONE AGA Plus Anticaída 60 Cápsulas OFERTA,1,0,0,25665.0,,0,7139,0,100
25667,15346,2023-02-05 14:10:51.481210,,1,0,0,,25668.0,0,7140,0,100
25668,15347,2023-02-05 14:10:51.482653,"Decathlon | Tienda de deportes, Ropa y Material deportivo",1,0,0,25667.0,,0,7140,0,100
25669,15348,2023-02-05 14:11:01.328251,decathlon platja d'aro - Buscar con Google,1,0,0,,,0,7140,0,100
25670,15348,2023-02-05 14:11:02.221349,decathlon platja d'aro - Buscar con Google,1,0,0,,,0,7140,3,0
25671,15349,2023-02-05 17:09:41.213801,rutas senderismo playa de aro - Buscar con Google,1,0,0,,,0,7143,0,100
25672,15349,2023-02-05 17:09:41.899676,rutas senderismo playa de aro - Buscar con Google,1,0,0,,,0,7143,3,0
25673,15350,2023-02-06 10:05:39.231131,farmacia pueblo nuevo - Buscar con Google,1,0,0,,,0,7145,0,100
25674,15350,2023-02-06 10:05:39.874347,farmacia pueblo nuevo - Buscar con Google,1,0,0,,,0,7145,3,0
25675,15351,2023-02-06 10:05:44.718195,farmacia pueblo nuevo - Buscar con Google,1,0,0,,,0,7145,1,0
25676,15350,2023-02-06 10:05:47.617095,farmacia pueblo nuevo - Buscar con Google,1,0,0,,,0,7145,3,0
25677,15352,2023-02-06 10:05:47.800465,farmacia pueblo nuevo sabadell - Buscar con Google,1,0,0,,,0,7145,0,100
25678,15352,2023-02-06 10:05:48.390203,farmacia pueblo nuevo sabadell - Buscar con Google,1,0,0,,,0,7145,3,0
25679,14830,2023-02-06 10:07:40.141435,Instituto del Pelo Vila-Rovira Barcelona. Técnica FUE y FUSS,1,0,0,,,0,7148,0,100
25680,15353,2023-02-06 16:44:17.588605,javosdog - Buscar con Google,1,0,0,,,0,7148,0,100
25681,15353,2023-02-06 16:44:18.700093,javosdog - Buscar con Google,1,0,0,,25682.0,0,7148,3,0
25682,15354,2023-02-06 16:44:22.329900,,1,0,0,25681.0,25683.0,0,7148,0,100
25683,15355,2023-02-06 16:44:22.330373,"Tu ubicación a Javosdog, Ctra. de Barcelona, 81, 08201 Sabadell, Barcelona: Google Maps",1,0,0,25682.0,,0,7148,0,100
25684,14830,2023-02-06 16:44:37.138129,Instituto del Pelo Vila-Rovira Barcelona. Técnica FUE y FUSS,1,0,0,,,0,7148,0,100
25685,15356,2023-02-06 16:44:44.566944,javosdog sabadell - Buscar con Google,1,0,0,,,0,7148,0,100
25686,15356,2023-02-06 16:44:46.521146,javosdog sabadell - Buscar con Google,1,0,0,,25687.0,0,7148,3,0
25687,15354,2023-02-06 16:44:50.789839,,1,0,0,25686.0,25688.0,0,7148,0,100
25688,15355,2023-02-06 16:44:50.790053,"Tu ubicación a Javosdog, Ctra. de Barcelona, 81, 08201 Sabadell, Barcelona: Google Maps",1,0,0,25687.0,,0,7148,0,100
25689,15197,2023-02-07 08:30:06.113942,la isla de las tentaciones 6 - Buscar con Google,1,0,0,,,0,7148,0,100
25690,15197,2023-02-07 08:30:06.881936,la isla de las tentaciones 6 - Buscar con Google,1,0,0,,,0,7149,3,0
25691,15357,2023-02-07 08:30:12.944068,"Ver 'La isla de las tentaciones 6: programa 3' (06/02/23), online y completo en Telecinco",1,0,0,,,0,7149,0,100
25692,15357,2023-02-07 08:30:13.211252,"Ver 'La isla de las tentaciones 6: programa 3' (06/02/23), online y completo en Telecinco",1,0,0,,,0,7150,3,0
25693,15200,2023-02-07 10:15:18.114385,Special K | Kellogg's,1,0,0,,,0,7152,0,100
25694,15358,2023-02-07 10:15:28.228754,Opiniones Olga Camargo - Peluqueria y Estética,1,0,0,,,0,7152,0,100
25695,14753,2023-02-07 10:15:36.876956,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7152,0,100
25696,14753,2023-02-07 10:15:37.797891,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7152,3,0
25697,14754,2023-02-07 10:15:46.744033,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7152,1,0
25698,14755,2023-02-07 10:15:47.875353,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7152,1,0
25699,15357,2023-02-07 14:54:03.635654,"Ver 'La isla de las tentaciones 6: programa 3' (06/02/23), online y completo en Telecinco",1,0,0,,,0,7153,0,100
25700,15359,2023-02-07 14:54:13.261877,"Noticias de última hora, realities y series - Telecinco",1,0,0,,,0,7154,0,100
25701,15360,2023-02-07 22:02:04.336516,Así queda el nuevo Salario Mínimo en función de las horas trabajadas: esto es lo que cobrará si trabaja a media jornada,1,0,0,,,0,7186,0,100
25702,15360,2023-02-07 22:02:13.409363,Así queda el nuevo Salario Mínimo en función de las horas trabajadas: esto es lo que cobrará si trabaja a media jornada,1,0,0,,,0,7186,3,0
25703,15361,2023-02-08 08:15:02.161941,cine yelmo sant cugat - Buscar con Google,1,0,0,,,0,7188,0,100
25704,15361,2023-02-08 08:15:03.107830,cine yelmo sant cugat - Buscar con Google,1,0,0,,,0,7188,3,0
25705,15233,2023-02-08 08:15:10.902160,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7189,0,100
25706,14753,2023-02-08 08:16:07.460456,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7189,0,100
25707,14753,2023-02-08 08:16:08.110234,olga camargo opiniones - Buscar con Google,1,0,0,,,0,7189,3,0
25708,15358,2023-02-08 08:16:11.679155,Opiniones Olga Camargo - Peluqueria y Estética,1,0,0,,,0,7189,0,100
25709,15362,2023-02-08 08:17:22.030563,Perruqueries Barcelona | Opiniones Olga Camargo,1,0,0,,,0,7189,0,100
25710,15363,2023-02-08 08:17:44.260134,"Opiniones Olga Camargo Gràcia, Barcelona | Reseñas de Clientes - Página 4 | Uala",1,0,0,,,0,7189,0,100
25711,15364,2023-02-08 08:18:06.163547,118 Opiniones REALES de Peluquería Olga Camargo Gracia (Peluquería) en Barcelona | GuiaDeMicroempresas.es,1,0,0,,,0,7189,0,100
25712,15365,2023-02-08 08:18:31.557015,"Olga Camargo - Opiniones, Fotos y Teléfono",1,0,0,,,0,7189,0,100
25713,15366,2023-02-08 08:18:40.988208,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,0,100
25714,15366,2023-02-08 08:18:41.442637,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25715,15366,2023-02-08 08:18:48.576719,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25716,15366,2023-02-08 08:18:50.413811,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25717,15366,2023-02-08 08:18:51.183669,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25718,15366,2023-02-08 08:19:04.931676,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25719,15366,2023-02-08 08:19:13.931377,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25720,15366,2023-02-08 08:19:14.966796,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25721,15366,2023-02-08 08:19:16.322467,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25722,15366,2023-02-08 08:19:17.857069,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25723,15366,2023-02-08 08:19:20.218516,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25724,15366,2023-02-08 08:19:21.736979,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25725,15366,2023-02-08 08:19:22.973626,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25726,15366,2023-02-08 08:19:26.674513,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25727,15366,2023-02-08 08:19:28.172858,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25728,15366,2023-02-08 08:19:32.428551,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25729,15366,2023-02-08 08:19:38.004145,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25730,15366,2023-02-08 08:19:40.824867,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25731,15366,2023-02-08 08:19:59.673115,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25732,15366,2023-02-08 08:20:00.950425,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25733,15366,2023-02-08 08:20:03.007781,ESTÉTICA OLGA CAMARGO (Barcelona) - 2023 Qué saber antes de ir - Lo más comentado por la gente - Tripadvisor,1,0,0,,,0,7189,3,0
25734,15367,2023-02-08 08:20:53.763101,"Opiniones Perruqueria Olga Camargo Gracia, Barcelona ▷ 932370579",1,0,0,,,0,7190,0,100
25735,15368,2023-02-08 08:21:30.051397,"Perruqueria Olga Camargo Gracia, Via Augusta, 62, Barcelona, teléfono +34 932 37 05 79",1,0,0,,,0,7190,0,100
25736,15286,2023-02-08 12:18:43.748936,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7191,0,100
25737,15286,2023-02-08 12:18:47.371607,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7191,3,0
25738,15369,2023-02-08 12:18:57.527783,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7191,1,0
25739,15286,2023-02-08 12:19:05.563761,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7191,2,0
25740,15286,2023-02-08 12:19:05.603322,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7191,3,0
25741,15286,2023-02-08 12:19:10.630717,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7192,3,0
25742,15287,2023-02-08 12:19:15.406664,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7192,0,100
25743,15287,2023-02-08 12:19:16.066931,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7193,3,0
25744,15283,2023-02-08 12:19:26.512526,,1,0,0,,25745.0,0,7193,0,100
25745,15284,2023-02-08 12:19:26.515312,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,25744.0,,0,7193,0,100
25746,15284,2023-02-08 12:19:26.975838,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7194,3,0
25747,15284,2023-02-08 20:46:17.136822,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7194,1,0
25748,15284,2023-02-08 20:46:18.087211,WeTransfer - Send Large Files & Share Photos Online - Up to 2GB Free,1,0,0,,,0,7194,2,0
25749,15370,2023-02-08 20:46:42.497571,solazur foods sabadell - Buscar con Google,1,0,0,,,0,7194,0,100
25750,15370,2023-02-08 20:46:43.368073,solazur foods sabadell - Buscar con Google,1,0,0,,,0,7194,3,0
25751,15368,2023-02-09 07:26:18.914115,"Perruqueria Olga Camargo Gracia, Via Augusta, 62, Barcelona, teléfono +34 932 37 05 79",1,0,0,,,0,7194,0,100
25752,15368,2023-02-09 09:53:42.516707,"Perruqueria Olga Camargo Gracia, Via Augusta, 62, Barcelona, teléfono +34 932 37 05 79",1,0,0,,,0,7198,0,100
25753,14158,2023-02-09 09:54:10.639059,traductor google - Buscar con Google,1,0,0,,,0,7195,0,100
25754,14158,2023-02-09 09:54:11.104149,traductor google - Buscar con Google,1,0,0,,,0,7195,3,0
25755,15368,2023-02-09 14:38:38.707406,"Perruqueria Olga Camargo Gracia, Via Augusta, 62, Barcelona, teléfono +34 932 37 05 79",1,0,0,,,0,7198,0,100
25756,15371,2023-02-09 14:38:40.740175,,1,0,0,,25757.0,0,7198,0,100
25757,15372,2023-02-09 14:38:40.740530,Traductor de Google,1,0,0,25756.0,,0,7198,0,100
25758,15372,2023-02-09 14:38:41.201053,Traductor de Google,1,0,0,,,0,7198,3,0
25759,15373,2023-02-09 14:38:44.728998,Traductor de Google,1,0,0,,,0,7198,1,0
25760,15374,2023-02-09 14:38:48.506325,Traductor de Google,1,0,0,,,0,7198,1,0
25761,15375,2023-02-09 14:38:48.685958,Traductor de Google,1,0,0,,,0,7198,1,0
25762,15376,2023-02-09 14:38:48.943091,Traductor de Google,1,0,0,,,0,7198,1,0
25763,15377,2023-02-09 14:38:50.361145,Traductor de Google,1,0,0,,,0,7198,1,0
25764,15378,2023-02-09 14:38:50.480629,Traductor de Google,1,0,0,,,0,7198,1,0
25765,15379,2023-02-09 14:38:50.626088,Traductor de Google,1,0,0,,,0,7198,1,0
25766,15380,2023-02-09 14:38:50.717699,Traductor de Google,1,0,0,,,0,7198,1,0
25767,15381,2023-02-09 14:38:50.895533,Traductor de Google,1,0,0,,,0,7198,1,0
25768,15382,2023-02-09 14:38:51.039790,Traductor de Google,1,0,0,,,0,7198,1,0
25769,15383,2023-02-09 14:38:51.285531,Traductor de Google,1,0,0,,,0,7198,1,0
25770,15384,2023-02-09 14:38:51.353290,Traductor de Google,1,0,0,,,0,7198,1,0
25771,15385,2023-02-09 14:38:51.450246,Traductor de Google,1,0,0,,,0,7198,1,0
25772,15386,2023-02-09 14:38:51.584919,Traductor de Google,1,0,0,,,0,7198,1,0
25773,15387,2023-02-09 14:38:51.723290,Traductor de Google,1,0,0,,,0,7198,1,0
25774,15388,2023-02-09 14:38:51.858375,Traductor de Google,1,0,0,,,0,7198,1,0
25775,15389,2023-02-09 14:38:52.005816,Traductor de Google,1,0,0,,,0,7198,1,0
25776,15390,2023-02-09 14:38:52.071188,Traductor de Google,1,0,0,,,0,7198,1,0
25777,15391,2023-02-09 14:38:52.251929,Traductor de Google,1,0,0,,,0,7198,1,0
25778,15392,2023-02-09 14:38:52.404790,Traductor de Google,1,0,0,,,0,7198,1,0
25779,15393,2023-02-09 14:38:52.576541,Traductor de Google,1,0,0,,,0,7198,1,0
25780,15394,2023-02-09 14:38:52.785264,Traductor de Google,1,0,0,,,0,7198,1,0
